NIVEL_DETALLE,SECTOR_NOMBRE,PLIEGO,EJECUTORA,TIPO_ACT_PROY_NOMBRE,GENERICA,FUENTE_FINANCIAMIENTO,RUBRO,RUBRO_NOMBRE,FINALIDAD,PRODUCTO_PROYECTO,PROGRAMA_PPTO,SEC_FUNC,CLASIFICADOR,ANO_EJE,MES_EJE,MES,FECHA,pia,pim,certificado,comp_anual,comprometido,devengado,girado,FECHA_ACTUALIZACION_ARCHIVO
Detalle ONP,ECONOMIA Y FINANZAS,095. OFICINA DE NORMALIZACION PREVISIONAL-ONP,001. OFICINA DE NORMALIZACION PREVISIONAL-ONP,ACTIVIDAD,2.2.PENSIONES Y OTRAS PRESTACIONES SOCIALES,5. RECURSOS DETERMINADOS,04,CONTRIBUCIONES A FONDOS,0001153,,9002. ASIGNACIONES PRESUPUESTARIAS QUE NO RESULTAN EN PRODUCTOS,34,2.2.1.1.1.1.REGIMEN DE PENSIONES DL. 20530,2026,6,Jun,2026-06-01,0.0,0.0,0.0,0.0,930.59,930.59,930.59,2026-09-05 08:35:06
Detalle ONP,ECONOMIA Y FINANZAS,095. OFICINA DE NORMALIZACION PREVISIONAL-ONP,001. OFICINA DE NORMALIZACION PREVISIONAL-ONP,ACTIVIDAD,2.1.PERSONAL Y OBLIGACIONES SOCIALES,1. RECURSOS ORDINARIOS,00,RECURSOS ORDINARIOS,0040883,,9002. ASIGNACIONES PRESUPUESTARIAS QUE NO RESULTAN EN PRODUCTOS,45,2.1.3.1.1.13.CONTRIBUCIONES A ESSALUD DEL PERSONAL ADMINISTRATIVO,2026,6,Jun,2026-06-01,0.0,0.0,0.0,0.0,36399.91,36399.91,36399.91,2026-09-05 08:35:06
Detalle ONP,ECONOMIA Y FINANZAS,095. OFICINA DE NORMALIZACION PREVISIONAL-ONP,001. OFICINA DE NORMALIZACION PREVISIONAL-ONP,ACTIVIDAD,2.1.PERSONAL Y OBLIGACIONES SOCIALES,1. RECURSOS ORDINARIOS,00,RECURSOS ORDINARIOS,0132949,,9001. ACCIONES CENTRALES,4,2.1.1.1.1.4.PERSONAL CON CONTRATO A PLAZO INDETERMINADO (REGIMEN LABORAL PRIVADO),2026,6,Jun,2026-06-01,0.0,0.0,0.0,0.0,8467.11,8467.11,8467.11,2026-09-05 08:35:06
Detalle ONP,ECONOMIA Y FINANZAS,095. OFICINA DE NORMALIZACION PREVISIONAL-ONP,003. PROYECTO DE TRANSFORMACION DIGITAL DE LA ONP,PROYECTO,2.6.ADQUISICION DE ACTIVOS NO FINANCIEROS,1. RECURSOS ORDINARIOS,00,RECURSOS ORDINARIOS,0029749,"2619874. MEJORAMIENTO DE LOS SERVICIOS OPERATIVOS O MISIONALES INSTITUCIONALES EN LA ONP, DISTRITO DE LIMA DE LA PROVINCIA DE LIMA DEL DEPARTAMENTO DE LIMA",9002. ASIGNACIONES PRESUPUESTARIAS QUE NO RESULTAN EN PRODUCTOS,1,2.6.8.1.4.2.GASTO POR LA COMPRA DE BIENES,2026,6,Jun,2026-06-01,0.0,0.0,3107.24,3107.24,3107.24,1427.24,1427.24,2026-09-05 08:35:06
Detalle ONP,ECONOMIA Y FINANZAS,095. OFICINA DE NORMALIZACION PREVISIONAL-ONP,001. OFICINA DE NORMALIZACION PREVISIONAL-ONP,ACTIVIDAD,2.2.PENSIONES Y OTRAS PRESTACIONES SOCIALES,5. RECURSOS DETERMINADOS,04,CONTRIBUCIONES A FONDOS,0001153,,9002. ASIGNACIONES PRESUPUESTARIAS QUE NO RESULTAN EN PRODUCTOS,20,2.2.1.1.2.99.OTROS BENEFICIOS,2026,6,Jun,2026-06-01,0.0,0.0,-17841348.0,-17841348.0,4890.0,4890.0,4890.0,2026-09-05 08:35:06
Detalle ONP,ECONOMIA Y FINANZAS,095. OFICINA DE NORMALIZACION PREVISIONAL-ONP,001. OFICINA DE NORMALIZACION PREVISIONAL-ONP,ACTIVIDAD,2.2.PENSIONES Y OTRAS PRESTACIONES SOCIALES,1. RECURSOS ORDINARIOS,00,RECURSOS ORDINARIOS,0001153,,9002. ASIGNACIONES PRESUPUESTARIAS QUE NO RESULTAN EN PRODUCTOS,22,2.2.2.2.1.2.PENSIONES POR ACCIDENTES DE TRABAJO O VICTIMAS DE TERRORISMO,2026,6,Jun,2026-06-01,0.0,0.0,0.0,0.0,6766.91,6766.91,6766.91,2026-09-05 08:35:06
Detalle ONP,ECONOMIA Y FINANZAS,095. OFICINA DE NORMALIZACION PREVISIONAL-ONP,001. OFICINA DE NORMALIZACION PREVISIONAL-ONP,ACTIVIDAD,2.2.PENSIONES Y OTRAS PRESTACIONES SOCIALES,1. RECURSOS ORDINARIOS,00,RECURSOS ORDINARIOS,0001153,,9002. ASIGNACIONES PRESUPUESTARIAS QUE NO RESULTAN EN PRODUCTOS,32,2.2.2.2.1.2.PENSIONES POR ACCIDENTES DE TRABAJO O VICTIMAS DE TERRORISMO,2026,6,Jun,2026-06-01,0.0,0.0,0.0,0.0,564.71,564.71,564.71,2026-09-05 08:35:06
Detalle ONP,ECONOMIA Y FINANZAS,095. OFICINA DE NORMALIZACION PREVISIONAL-ONP,001. OFICINA DE NORMALIZACION PREVISIONAL-ONP,ACTIVIDAD,2.2.PENSIONES Y OTRAS PRESTACIONES SOCIALES,5. RECURSOS DETERMINADOS,04,CONTRIBUCIONES A FONDOS,0001153,,9002. ASIGNACIONES PRESUPUESTARIAS QUE NO RESULTAN EN PRODUCTOS,40,2.2.1.1.1.99.OTROS REGIMENES DE PENSIONES,2026,6,Jun,2026-06-01,0.0,0.0,0.0,0.0,19889.07,19889.07,19889.07,2026-09-05 08:35:06
Detalle ONP,ECONOMIA Y FINANZAS,095. OFICINA DE NORMALIZACION PREVISIONAL-ONP,001. OFICINA DE NORMALIZACION PREVISIONAL-ONP,ACTIVIDAD,2.1.PERSONAL Y OBLIGACIONES SOCIALES,1. RECURSOS ORDINARIOS,00,RECURSOS ORDINARIOS,0040620,,9001. ACCIONES CENTRALES,7,2.1.3.1.1.1.APORTES A LOS FONDOS DE SALUD,2026,6,Jun,2026-06-01,0.0,0.0,0.0,0.0,1674.26,1674.26,1674.26,2026-09-05 08:35:06
Detalle ONP,ECONOMIA Y FINANZAS,095. OFICINA DE NORMALIZACION PREVISIONAL-ONP,001. OFICINA DE NORMALIZACION PREVISIONAL-ONP,ACTIVIDAD,2.6.ADQUISICION DE ACTIVOS NO FINANCIEROS,1. RECURSOS ORDINARIOS,00,RECURSOS ORDINARIOS,0040607,,9001. ACCIONES CENTRALES,6,2.6.3.2.9.1.AIRE ACONDICIONADO Y REFRIGERACION,2026,6,Jun,2026-06-01,0.0,0.0,37148.84,56074.5,56074.5,31447.77,31447.77,2026-09-05 08:35:06
Detalle ONP,ECONOMIA Y FINANZAS,095. OFICINA DE NORMALIZACION PREVISIONAL-ONP,001. OFICINA DE NORMALIZACION PREVISIONAL-ONP,ACTIVIDAD,2.2.PENSIONES Y OTRAS PRESTACIONES SOCIALES,5. RECURSOS DETERMINADOS,04,CONTRIBUCIONES A FONDOS,0001153,,9002. ASIGNACIONES PRESUPUESTARIAS QUE NO RESULTAN EN PRODUCTOS,19,2.2.1.1.1.99.OTROS REGIMENES DE PENSIONES,2026,6,Jun,2026-06-01,0.0,0.0,0.0,0.0,1484921.79,1484921.79,1484921.79,2026-09-05 08:35:06
Detalle ONP,ECONOMIA Y FINANZAS,095. OFICINA DE NORMALIZACION PREVISIONAL-ONP,001. OFICINA DE NORMALIZACION PREVISIONAL-ONP,ACTIVIDAD,2.2.PENSIONES Y OTRAS PRESTACIONES SOCIALES,5. RECURSOS DETERMINADOS,04,CONTRIBUCIONES A FONDOS,0001153,,9002. ASIGNACIONES PRESUPUESTARIAS QUE NO RESULTAN EN PRODUCTOS,35,2.2.1.1.2.99.OTROS BENEFICIOS,2026,6,Jun,2026-06-01,0.0,0.0,15222082.0,15222082.0,22620.0,22620.0,22620.0,2026-09-05 08:35:06
Detalle ONP,ECONOMIA Y FINANZAS,095. OFICINA DE NORMALIZACION PREVISIONAL-ONP,001. OFICINA DE NORMALIZACION PREVISIONAL-ONP,ACTIVIDAD,2.1.PERSONAL Y OBLIGACIONES SOCIALES,1. RECURSOS ORDINARIOS,00,RECURSOS ORDINARIOS,0080228,,9001. ACCIONES CENTRALES,8,2.1.1.13.1.2.CONTRATO ADMINISTRATIVO DE SERVICIOS - TRANSITORIO,2026,6,Jun,2026-06-01,0.0,0.0,0.0,0.0,2864.19,2864.19,2864.19,2026-09-05 08:35:06
Detalle ONP,ECONOMIA Y FINANZAS,095. OFICINA DE NORMALIZACION PREVISIONAL-ONP,001. OFICINA DE NORMALIZACION PREVISIONAL-ONP,ACTIVIDAD,2.3.BIENES Y SERVICIOS,1. RECURSOS ORDINARIOS,00,RECURSOS ORDINARIOS,0040607,,9001. ACCIONES CENTRALES,6,2.3.2.2.3.1.CORREOS Y SERVICIOS DE MENSAJERIA,2026,6,Jun,2026-06-01,0.0,0.0,-1177621.09,-1259664.05,0.0,110041.36,153118.2,2026-09-05 08:35:06
Detalle ONP,ECONOMIA Y FINANZAS,095. OFICINA DE NORMALIZACION PREVISIONAL-ONP,001. OFICINA DE NORMALIZACION PREVISIONAL-ONP,ACTIVIDAD,2.2.PENSIONES Y OTRAS PRESTACIONES SOCIALES,1. RECURSOS ORDINARIOS,00,RECURSOS ORDINARIOS,0001153,,9002. ASIGNACIONES PRESUPUESTARIAS QUE NO RESULTAN EN PRODUCTOS,29,2.2.2.2.1.2.PENSIONES POR ACCIDENTES DE TRABAJO O VICTIMAS DE TERRORISMO,2026,6,Jun,2026-06-01,0.0,0.0,0.0,0.0,92803.06,92803.06,92803.06,2026-09-05 08:35:06
Detalle ONP,ECONOMIA Y FINANZAS,095. OFICINA DE NORMALIZACION PREVISIONAL-ONP,001. OFICINA DE NORMALIZACION PREVISIONAL-ONP,ACTIVIDAD,2.3.BIENES Y SERVICIOS,1. RECURSOS ORDINARIOS,00,RECURSOS ORDINARIOS,0080225,,9002. ASIGNACIONES PRESUPUESTARIAS QUE NO RESULTAN EN PRODUCTOS,17,2.3.2.1.2.2.VIATICOS Y ASIGNACIONES POR COMISION DE SERVICIO,2026,6,Jun,2026-06-01,0.0,0.0,419.22,303.72,7138.72,6063.72,12143.72,2026-09-05 08:35:06
Detalle ONP,ECONOMIA Y FINANZAS,095. OFICINA DE NORMALIZACION PREVISIONAL-ONP,001. OFICINA DE NORMALIZACION PREVISIONAL-ONP,ACTIVIDAD,2.2.PENSIONES Y OTRAS PRESTACIONES SOCIALES,1. RECURSOS ORDINARIOS,00,RECURSOS ORDINARIOS,0080224,,9002. ASIGNACIONES PRESUPUESTARIAS QUE NO RESULTAN EN PRODUCTOS,12,2.2.2.1.3.3.SEGURO MEDICO,2026,6,Jun,2026-06-01,0.0,0.0,0.0,0.0,9312.29,9312.29,9312.29,2026-09-05 08:35:06
Detalle ONP,ECONOMIA Y FINANZAS,095. OFICINA DE NORMALIZACION PREVISIONAL-ONP,001. OFICINA DE NORMALIZACION PREVISIONAL-ONP,ACTIVIDAD,2.1.PERSONAL Y OBLIGACIONES SOCIALES,1. RECURSOS ORDINARIOS,00,RECURSOS ORDINARIOS,0040620,,9001. ACCIONES CENTRALES,7,2.1.1.1.1.4.PERSONAL CON CONTRATO A PLAZO INDETERMINADO (REGIMEN LABORAL PRIVADO),2026,6,Jun,2026-06-01,0.0,0.0,0.0,0.0,8063.22,8063.22,8063.22,2026-09-05 08:35:06
Detalle ONP,ECONOMIA Y FINANZAS,095. OFICINA DE NORMALIZACION PREVISIONAL-ONP,001. OFICINA DE NORMALIZACION PREVISIONAL-ONP,ACTIVIDAD,2.1.PERSONAL Y OBLIGACIONES SOCIALES,1. RECURSOS ORDINARIOS,00,RECURSOS ORDINARIOS,0040620,,9001. ACCIONES CENTRALES,7,2.1.1.13.1.1.CONTRATO ADMINISTRATIVO DE SERVICIOS - INDETERMINADO,2026,6,Jun,2026-06-01,0.0,0.0,0.0,0.0,4364.19,4364.19,4364.19,2026-09-05 08:35:06
Detalle ONP,ECONOMIA Y FINANZAS,095. OFICINA DE NORMALIZACION PREVISIONAL-ONP,001. OFICINA DE NORMALIZACION PREVISIONAL-ONP,ACTIVIDAD,2.3.BIENES Y SERVICIOS,1. RECURSOS ORDINARIOS,00,RECURSOS ORDINARIOS,0040607,,9001. ACCIONES CENTRALES,6,2.3.2.7.13.5.ASESORÍA Y/O DEFENSA LEGAL PARA SERVIDORES Y EX-SERVIDORES CIVILES,2026,6,Jun,2026-06-01,0.0,0.0,0.0,13216.0,0.0,15600.0,15600.0,2026-09-05 08:35:06
Detalle ONP,ECONOMIA Y FINANZAS,095. OFICINA DE NORMALIZACION PREVISIONAL-ONP,001. OFICINA DE NORMALIZACION PREVISIONAL-ONP,ACTIVIDAD,2.3.BIENES Y SERVICIOS,1. RECURSOS ORDINARIOS,00,RECURSOS ORDINARIOS,0132947,,9001. ACCIONES CENTRALES,9,2.3.2.7.5.2.PROPINAS PARA PRACTICANTES,2026,6,Jun,2026-06-01,0.0,0.0,0.0,0.0,3390.0,3390.0,3390.0,2026-09-05 08:35:06
Detalle ONP,ECONOMIA Y FINANZAS,095. OFICINA DE NORMALIZACION PREVISIONAL-ONP,001. OFICINA DE NORMALIZACION PREVISIONAL-ONP,ACTIVIDAD,2.1.PERSONAL Y OBLIGACIONES SOCIALES,1. RECURSOS ORDINARIOS,00,RECURSOS ORDINARIOS,0041434,,9002. ASIGNACIONES PRESUPUESTARIAS QUE NO RESULTAN EN PRODUCTOS,44,2.1.1.1.1.8.PERSONAL DE LA LEY SERVIR (RÉGIMEN DEL SERVICIO CIVIL),2026,6,Jun,2026-06-01,0.0,0.0,0.0,0.0,301990.54,301990.54,301990.54,2026-09-05 08:35:06
Detalle ONP,ECONOMIA Y FINANZAS,095. OFICINA DE NORMALIZACION PREVISIONAL-ONP,001. OFICINA DE NORMALIZACION PREVISIONAL-ONP,ACTIVIDAD,2.3.BIENES Y SERVICIOS,1. RECURSOS ORDINARIOS,00,RECURSOS ORDINARIOS,0040607,,9001. ACCIONES CENTRALES,6,2.3.2.4.7.1.DE MAQUINARIAS Y EQUIPOS,2026,6,Jun,2026-06-01,0.0,0.0,48978.0,48978.0,48978.0,48933.33,48933.33,2026-09-05 08:35:06
Detalle ONP,ECONOMIA Y FINANZAS,095. OFICINA DE NORMALIZACION PREVISIONAL-ONP,001. OFICINA DE NORMALIZACION PREVISIONAL-ONP,ACTIVIDAD,2.3.BIENES Y SERVICIOS,1. RECURSOS ORDINARIOS,00,RECURSOS ORDINARIOS,0041020,,9002. ASIGNACIONES PRESUPUESTARIAS QUE NO RESULTAN EN PRODUCTOS,46,2.3.2.7.5.2.PROPINAS PARA PRACTICANTES,2026,6,Jun,2026-06-01,0.0,0.0,0.0,0.0,2260.0,2260.0,2260.0,2026-09-05 08:35:06
Detalle ONP,ECONOMIA Y FINANZAS,095. OFICINA DE NORMALIZACION PREVISIONAL-ONP,001. OFICINA DE NORMALIZACION PREVISIONAL-ONP,ACTIVIDAD,2.1.PERSONAL Y OBLIGACIONES SOCIALES,1. RECURSOS ORDINARIOS,00,RECURSOS ORDINARIOS,0040794,,9002. ASIGNACIONES PRESUPUESTARIAS QUE NO RESULTAN EN PRODUCTOS,15,2.1.3.1.1.13.CONTRIBUCIONES A ESSALUD DEL PERSONAL ADMINISTRATIVO,2026,6,Jun,2026-06-01,0.0,0.0,0.0,0.0,9423.34,9423.34,9423.34,2026-09-05 08:35:06
Detalle ONP,ECONOMIA Y FINANZAS,095. OFICINA DE NORMALIZACION PREVISIONAL-ONP,001. OFICINA DE NORMALIZACION PREVISIONAL-ONP,ACTIVIDAD,2.3.BIENES Y SERVICIOS,1. RECURSOS ORDINARIOS,00,RECURSOS ORDINARIOS,0189581,,9002. ASIGNACIONES PRESUPUESTARIAS QUE NO RESULTAN EN PRODUCTOS,48,2.3.2.7.5.10.SUBVENCION ADICIONAL DE PRACTICAS PROFESIONALES,2026,6,Jun,2026-06-01,0.0,0.0,0.0,0.0,1130.0,1130.0,1130.0,2026-09-05 08:35:06
Detalle ONP,ECONOMIA Y FINANZAS,095. OFICINA DE NORMALIZACION PREVISIONAL-ONP,001. OFICINA DE NORMALIZACION PREVISIONAL-ONP,ACTIVIDAD,2.1.PERSONAL Y OBLIGACIONES SOCIALES,1. RECURSOS ORDINARIOS,00,RECURSOS ORDINARIOS,0189581,,9002. ASIGNACIONES PRESUPUESTARIAS QUE NO RESULTAN EN PRODUCTOS,48,2.1.1.1.1.8.PERSONAL DE LA LEY SERVIR (RÉGIMEN DEL SERVICIO CIVIL),2026,6,Jun,2026-06-01,0.0,0.0,0.0,0.0,302719.78,302719.78,302796.61,2026-09-05 08:35:06
Detalle ONP,ECONOMIA Y FINANZAS,095. OFICINA DE NORMALIZACION PREVISIONAL-ONP,001. OFICINA DE NORMALIZACION PREVISIONAL-ONP,ACTIVIDAD,2.2.PENSIONES Y OTRAS PRESTACIONES SOCIALES,5. RECURSOS DETERMINADOS,04,CONTRIBUCIONES A FONDOS,0001153,,9002. ASIGNACIONES PRESUPUESTARIAS QUE NO RESULTAN EN PRODUCTOS,33,2.2.1.1.1.99.OTROS REGIMENES DE PENSIONES,2026,6,Jun,2026-06-01,0.0,0.0,0.0,0.0,858.66,858.66,858.66,2026-09-05 08:35:06
Detalle ONP,ECONOMIA Y FINANZAS,095. OFICINA DE NORMALIZACION PREVISIONAL-ONP,001. OFICINA DE NORMALIZACION PREVISIONAL-ONP,ACTIVIDAD,2.3.BIENES Y SERVICIOS,1. RECURSOS ORDINARIOS,00,RECURSOS ORDINARIOS,0080230,,9001. ACCIONES CENTRALES,2,2.3.2.7.14.98.OTROS SERVICIOS TÉCNICOS Y PROFESIONALES DESARROLLADOS POR PERSONAS NATURALES,2026,6,Jun,2026-06-01,0.0,0.0,3000.0,3000.0,3000.0,10000.0,16000.0,2026-09-05 08:35:06
Detalle ONP,ECONOMIA Y FINANZAS,095. OFICINA DE NORMALIZACION PREVISIONAL-ONP,001. OFICINA DE NORMALIZACION PREVISIONAL-ONP,ACTIVIDAD,2.3.BIENES Y SERVICIOS,1. RECURSOS ORDINARIOS,00,RECURSOS ORDINARIOS,0040794,,9002. ASIGNACIONES PRESUPUESTARIAS QUE NO RESULTAN EN PRODUCTOS,15,2.3.2.7.1.99.OTROS SERVICIOS SIMILARES,2026,6,Jun,2026-06-01,0.0,0.0,0.0,0.0,0.0,4273.88,8547.76,2026-09-05 08:35:06
Detalle ONP,ECONOMIA Y FINANZAS,095. OFICINA DE NORMALIZACION PREVISIONAL-ONP,001. OFICINA DE NORMALIZACION PREVISIONAL-ONP,ACTIVIDAD,2.3.BIENES Y SERVICIOS,1. RECURSOS ORDINARIOS,00,RECURSOS ORDINARIOS,0132947,,9001. ACCIONES CENTRALES,9,2.3.2.9.1.1.LOCACIÓN DE SERVICIOS REALIZADOS POR PERSONA NATURAL,2026,6,Jun,2026-06-01,0.0,0.0,0.0,19000.0,19000.0,0.0,0.0,2026-09-05 08:35:06
Detalle ONP,ECONOMIA Y FINANZAS,095. OFICINA DE NORMALIZACION PREVISIONAL-ONP,001. OFICINA DE NORMALIZACION PREVISIONAL-ONP,ACTIVIDAD,2.2.PENSIONES Y OTRAS PRESTACIONES SOCIALES,5. RECURSOS DETERMINADOS,04,CONTRIBUCIONES A FONDOS,0001153,,9002. ASIGNACIONES PRESUPUESTARIAS QUE NO RESULTAN EN PRODUCTOS,23,2.2.1.1.2.99.OTROS BENEFICIOS,2026,6,Jun,2026-06-01,0.0,0.0,10145800.0,10145800.0,17130.0,17130.0,17130.0,2026-09-05 08:35:06
Detalle ONP,ECONOMIA Y FINANZAS,095. OFICINA DE NORMALIZACION PREVISIONAL-ONP,001. OFICINA DE NORMALIZACION PREVISIONAL-ONP,ACTIVIDAD,2.2.PENSIONES Y OTRAS PRESTACIONES SOCIALES,1. RECURSOS ORDINARIOS,00,RECURSOS ORDINARIOS,0001153,,9002. ASIGNACIONES PRESUPUESTARIAS QUE NO RESULTAN EN PRODUCTOS,37,2.2.1.1.1.99.OTROS REGIMENES DE PENSIONES,2026,6,Jun,2026-06-01,0.0,0.0,0.0,0.0,33369.36,33369.36,33369.36,2026-09-05 08:35:06
Detalle ONP,ECONOMIA Y FINANZAS,095. OFICINA DE NORMALIZACION PREVISIONAL-ONP,001. OFICINA DE NORMALIZACION PREVISIONAL-ONP,ACTIVIDAD,2.1.PERSONAL Y OBLIGACIONES SOCIALES,1. RECURSOS ORDINARIOS,00,RECURSOS ORDINARIOS,0080228,,9001. ACCIONES CENTRALES,8,2.1.3.1.1.15.CONTRIBUCIONES A ESSALUD DE CONTRATO ADMINISTRATIVO DE SERVICIOS,2026,6,Jun,2026-06-01,0.0,0.0,0.0,0.0,898.64,898.64,898.64,2026-09-05 08:35:06
Detalle ONP,ECONOMIA Y FINANZAS,095. OFICINA DE NORMALIZACION PREVISIONAL-ONP,001. OFICINA DE NORMALIZACION PREVISIONAL-ONP,ACTIVIDAD,2.1.PERSONAL Y OBLIGACIONES SOCIALES,1. RECURSOS ORDINARIOS,00,RECURSOS ORDINARIOS,0040607,,9001. ACCIONES CENTRALES,6,2.1.4.1.1.1.COMPENSACION POR TIEMPO DE SERVICIOS DEL REGIMEN LABORAL PRIVADO Y REGIMEN DEL SERVICIO CIVIL,2026,6,Jun,2026-06-01,0.0,0.0,0.0,0.0,10145.22,10145.22,10145.22,2026-09-05 08:35:06
Detalle ONP,ECONOMIA Y FINANZAS,095. OFICINA DE NORMALIZACION PREVISIONAL-ONP,001. OFICINA DE NORMALIZACION PREVISIONAL-ONP,ACTIVIDAD,2.1.PERSONAL Y OBLIGACIONES SOCIALES,1. RECURSOS ORDINARIOS,00,RECURSOS ORDINARIOS,0132949,,9001. ACCIONES CENTRALES,4,2.1.1.13.1.1.CONTRATO ADMINISTRATIVO DE SERVICIOS - INDETERMINADO,2026,6,Jun,2026-06-01,0.0,0.0,0.0,0.0,21542.57,21542.57,21542.57,2026-09-05 08:35:06
Detalle ONP,ECONOMIA Y FINANZAS,095. OFICINA DE NORMALIZACION PREVISIONAL-ONP,001. OFICINA DE NORMALIZACION PREVISIONAL-ONP,ACTIVIDAD,2.3.BIENES Y SERVICIOS,1. RECURSOS ORDINARIOS,00,RECURSOS ORDINARIOS,0132948,,9001. ACCIONES CENTRALES,3,2.3.2.9.1.1.LOCACIÓN DE SERVICIOS REALIZADOS POR PERSONA NATURAL,2026,6,Jun,2026-06-01,0.0,0.0,270500.0,279500.0,298500.0,246500.0,289000.0,2026-09-05 08:35:06
Detalle ONP,ECONOMIA Y FINANZAS,095. OFICINA DE NORMALIZACION PREVISIONAL-ONP,001. OFICINA DE NORMALIZACION PREVISIONAL-ONP,ACTIVIDAD,2.2.PENSIONES Y OTRAS PRESTACIONES SOCIALES,5. RECURSOS DETERMINADOS,04,CONTRIBUCIONES A FONDOS,0001153,,9002. ASIGNACIONES PRESUPUESTARIAS QUE NO RESULTAN EN PRODUCTOS,26,2.2.1.1.1.2.SISTEMA NACIONAL DE PENSIONES DL. 19990,2026,6,Jun,2026-06-01,0.0,0.0,0.0,0.0,4790275.45,4790275.45,4790275.45,2026-09-05 08:35:06
Detalle ONP,ECONOMIA Y FINANZAS,095. OFICINA DE NORMALIZACION PREVISIONAL-ONP,001. OFICINA DE NORMALIZACION PREVISIONAL-ONP,ACTIVIDAD,2.2.PENSIONES Y OTRAS PRESTACIONES SOCIALES,1. RECURSOS ORDINARIOS,00,RECURSOS ORDINARIOS,0001153,,9002. ASIGNACIONES PRESUPUESTARIAS QUE NO RESULTAN EN PRODUCTOS,19,2.2.1.1.1.99.OTROS REGIMENES DE PENSIONES,2026,6,Jun,2026-06-01,0.0,0.0,0.0,0.0,64136.06,64136.06,64136.06,2026-09-05 08:35:06
Detalle ONP,ECONOMIA Y FINANZAS,095. OFICINA DE NORMALIZACION PREVISIONAL-ONP,001. OFICINA DE NORMALIZACION PREVISIONAL-ONP,ACTIVIDAD,2.3.BIENES Y SERVICIOS,1. RECURSOS ORDINARIOS,00,RECURSOS ORDINARIOS,0040607,,9001. ACCIONES CENTRALES,6,2.3.2.1.2.99.OTROS GASTOS,2026,6,Jun,2026-06-01,0.0,0.0,0.0,0.0,4213.2,4213.2,4213.2,2026-09-05 08:35:06
Detalle ONP,ECONOMIA Y FINANZAS,095. OFICINA DE NORMALIZACION PREVISIONAL-ONP,001. OFICINA DE NORMALIZACION PREVISIONAL-ONP,ACTIVIDAD,2.3.BIENES Y SERVICIOS,1. RECURSOS ORDINARIOS,00,RECURSOS ORDINARIOS,0132947,,9001. ACCIONES CENTRALES,9,2.3.2.1.2.2.VIATICOS Y ASIGNACIONES POR COMISION DE SERVICIO,2026,6,Jun,2026-06-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2026-09-05 08:35:06
Detalle ONP,ECONOMIA Y FINANZAS,095. OFICINA DE NORMALIZACION PREVISIONAL-ONP,001. OFICINA DE NORMALIZACION PREVISIONAL-ONP,ACTIVIDAD,2.2.PENSIONES Y OTRAS PRESTACIONES SOCIALES,5. RECURSOS DETERMINADOS,04,CONTRIBUCIONES A FONDOS,0001153,,9002. ASIGNACIONES PRESUPUESTARIAS QUE NO RESULTAN EN PRODUCTOS,21,2.2.1.1.1.2.SISTEMA NACIONAL DE PENSIONES DL. 19990,2026,6,Jun,2026-06-01,0.0,0.0,0.0,0.0,35368013.99,35370893.99,35370893.99,2026-09-05 08:35:06
Detalle ONP,ECONOMIA Y FINANZAS,095. OFICINA DE NORMALIZACION PREVISIONAL-ONP,001. OFICINA DE NORMALIZACION PREVISIONAL-ONP,ACTIVIDAD,2.2.PENSIONES Y OTRAS PRESTACIONES SOCIALES,1. RECURSOS ORDINARIOS,00,RECURSOS ORDINARIOS,0001153,,9002. ASIGNACIONES PRESUPUESTARIAS QUE NO RESULTAN EN PRODUCTOS,33,2.2.1.1.1.1.REGIMEN DE PENSIONES DL. 20530,2026,6,Jun,2026-06-01,0.0,0.0,0.0,0.0,6636.02,6636.02,6636.02,2026-09-05 08:35:06
Detalle ONP,ECONOMIA Y FINANZAS,095. OFICINA DE NORMALIZACION PREVISIONAL-ONP,001. OFICINA DE NORMALIZACION PREVISIONAL-ONP,ACTIVIDAD,2.1.PERSONAL Y OBLIGACIONES SOCIALES,1. RECURSOS ORDINARIOS,00,RECURSOS ORDINARIOS,0080224,,9002. ASIGNACIONES PRESUPUESTARIAS QUE NO RESULTAN EN PRODUCTOS,12,2.1.1.13.1.2.CONTRATO ADMINISTRATIVO DE SERVICIOS - TRANSITORIO,2026,6,Jun,2026-06-01,0.0,0.0,0.0,0.0,50444.47,50444.47,50444.47,2026-09-05 08:35:06
Detalle ONP,ECONOMIA Y FINANZAS,095. OFICINA DE NORMALIZACION PREVISIONAL-ONP,001. OFICINA DE NORMALIZACION PREVISIONAL-ONP,ACTIVIDAD,2.3.BIENES Y SERVICIOS,1. RECURSOS ORDINARIOS,00,RECURSOS ORDINARIOS,0041020,,9002. ASIGNACIONES PRESUPUESTARIAS QUE NO RESULTAN EN PRODUCTOS,46,2.3.2.7.5.10.SUBVENCION ADICIONAL DE PRACTICAS PROFESIONALES,2026,6,Jun,2026-06-01,0.0,0.0,0.0,0.0,1130.0,1130.0,1130.0,2026-09-05 08:35:06
