NIVEL_DETALLE,SECTOR_NOMBRE,PLIEGO,EJECUTORA,TIPO_ACT_PROY_NOMBRE,GENERICA,FUENTE_FINANCIAMIENTO,RUBRO,RUBRO_NOMBRE,FINALIDAD,PRODUCTO_PROYECTO,PROGRAMA_PPTO,SEC_FUNC,CLASIFICADOR,ANO_EJE,MES_EJE,MES,FECHA,pia,pim,certificado,comp_anual,comprometido,devengado,girado,FECHA_ACTUALIZACION_ARCHIVO
Ranking Sectores,INTERIOR,,,,,,,,,,,,,,,,,13731112057.0,15179885626.0,14846257753.26999,14210350661.649998,10106787068.650043,9885836332.330046,9865263452.000025,2026-09-05 08:35:06
Ranking Sectores,COMERCIO EXTERIOR Y TURISMO,,,,,,,,,,,,,,,,,745267826.0,671621212.0,609896700.8400002,558882044.14,522549690.10999995,381049014.6899998,379603083.46999985,2026-09-05 08:35:06
Ranking Sectores,AMBIENTAL,,,,,,,,,,,,,,,,,985973760.0,1031602420.0,956513848.9399986,901640198.3199993,746354402.6599956,631304479.4099948,629216061.959996,2026-09-05 08:35:06
Ranking Sectores,JUSTICIA,,,,,,,,,,,,,,,,,2360197204.0,2347508132.0,2241167973.090001,2175369414.5699997,1597216882.709998,1455170828.639997,1443548616.57,2026-09-05 08:35:06
Ranking Sectores,PRODUCCION,,,,,,,,,,,,,,,,,755193626.0,798044271.0,737926294.11,704147295.0800002,594562276.359999,520995731.99999845,515795200.099999,2026-09-05 08:35:06
Ranking Sectores,CONGRESO DE LA REPUBLICA,,,,,,,,,,,,,,,,,1768984816.0,1886920455.0,1553254056.8100007,1514207448.1600003,1066567373.9700001,1022941809.0300002,1003782732.3400002,2026-09-05 08:35:06
Ranking Sectores,VIVIENDA CONSTRUCCION Y SANEAMIENTO,,,,,,,,,,,,,,,,,4378158624.0,4386622847.0,3950141565.9700003,3826836320.0500016,3433978893.9800024,3179146360.44,3006934936.879999,2026-09-05 08:35:06
Ranking Sectores,DEFENSORIA DEL PUEBLO,,,,,,,,,,,,,,,,,105251797.0,108616867.0,105581070.99,103944311.89999999,68596360.08,65097203.24000002,65077228.580000006,2026-09-05 08:35:06
Ranking Sectores,TRABAJO Y PROMOCION DEL EMPLEO,,,,,,,,,,,,,,,,,905457828.0,899190547.0,881952606.2099993,694348230.2999997,561206868.3999982,536537383.48999846,535996886.6899985,2026-09-05 08:35:06
Ranking Sectores,MINISTERIO PUBLICO,,,,,,,,,,,,,,,,,2870696959.0,2954679049.0,2905492977.43,2773685417.380001,2106265904.7599878,2008594351.3499894,2000680974.5099916,2026-09-05 08:35:06
Ranking Sectores,PODER JUDICIAL,,,,,,,,,,,,,,,,,4002597555.0,4023440284.0,3895554217.9399996,3786318510.6399984,2533516081.0800095,2430261704.7700086,2419337195.4300056,2026-09-05 08:35:06
Ranking Sectores,AGRARIO Y DE RIEGO,,,,,,,,,,,,,,,,,2585849837.0,3328059139.0,2700100992.1799984,2198561256.250002,1761171538.5999725,1534122304.349978,1512662430.8999789,2026-09-05 08:35:06
Ranking Sectores,DEFENSA,,,,,,,,,,,,,,,,,10142901394.0,12607516177.0,12255100909.279999,11531803647.600002,8787771644.30004,8423479047.970037,8368579090.810022,2026-09-05 08:35:06
Ranking Sectores,PRESIDENCIA CONSEJO MINISTROS,,,,,,,,,,,,,,,,,5675282236.0,6920218213.0,6410968693.410002,6211847295.009997,5191053776.300053,4726805731.110058,4714362963.200043,2026-09-05 08:35:06
Ranking Sectores,DESARROLLO E INCLUSION SOCIAL,,,,,,,,,,,,,,,,,7579795023.0,7472907024.0,7232951522.559996,7016350666.529993,5804499249.960014,4662331448.540001,4590307533.960009,2026-09-05 08:35:06
Ranking Sectores,MUJER Y POBLACIONES VULNERABLES,,,,,,,,,,,,,,,,,1116630429.0,1100373353.0,1053651221.6299996,1042708346.8300006,748827507.7299974,695030685.4999938,694558170.7499967,2026-09-05 08:35:06
Ranking Sectores,REGISTRO NACIONAL DE IDENTIFICACION Y ESTADO CIVIL,,,,,,,,,,,,,,,,,544134473.0,571043675.0,546865109.8599998,508934675.2199998,421761445.14,330747833.00999963,329714158.3199996,2026-09-05 08:35:06
Ranking Sectores,TRIBUNAL CONSTITUCIONAL,,,,,,,,,,,,,,,,,49558012.0,59508488.0,54942523.72,54711852.93000001,37368593.59000002,35371765.79000001,35272973.60000001,2026-09-05 08:35:06
Ranking Sectores,OFICINA NACIONAL DE PROCESOS ELECTORALES,,,,,,,,,,,,,,,,,1188750399.0,2109743816.0,1810639585.31,1751767793.6299992,1667383304.3499992,1211461057.8199997,1209229845.86,2026-09-05 08:35:06
Ranking Sectores,RELACIONES EXTERIORES,,,,,,,,,,,,,,,,,1211717856.0,1187616619.0,1137762335.41,1117391565.83,902281794.72,807313699.1199998,807049229.4000007,2026-09-05 08:35:06
Ranking Sectores,ENERGIA Y MINAS,,,,,,,,,,,,,,,,,818831179.0,1448768700.0,1172460001.6099997,1029440128.5999994,971103871.3699992,910064924.9099993,895599000.5099995,2026-09-05 08:35:06
Ranking Sectores,JUNTA NACIONAL DE JUSTICIA,,,,,,,,,,,,,,,,,46369174.0,54476899.0,46512533.18,44728175.19000001,32110318.240000032,28266918.890000023,28234604.64000003,2026-09-05 08:35:06
Ranking Sectores,EDUCACION,,,,,,,,,,,,,,,,,17044827392.0,17600928780.0,15683754767.939985,14403484466.0,11334080767.400198,10385955982.580221,10243749609.430168,2026-09-05 08:35:06
Ranking Sectores,CULTURA,,,,,,,,,,,,,,,,,790383961.0,732412064.0,679183237.3499997,632186847.8499999,493220376.7299993,430673070.87999946,427616723.3299998,2026-09-05 08:35:06
Ranking Sectores,TRANSPORTES Y COMUNICACIONES,,,,,,,,,,,,,,,,,12126253006.0,11259752876.0,10812274951.469997,10132164007.85,7393031676.440008,7081828524.040015,7053286745.170021,2026-09-05 08:35:06
Ranking Sectores,FUERO MILITAR POLICIAL,,,,,,,,,,,,,,,,,20773893.0,20394018.0,19341667.490000002,19308701.240000002,13467681.049999993,11983257.109999996,11950931.429999992,2026-09-05 08:35:06
Ranking Sectores,SALUD,,,,,,,,,,,,,,,,,14706455326.0,14791799980.0,13335498908.149992,12845274457.109987,10950485160.600065,9929653581.92016,9869702714.720078,2026-09-05 08:35:06
Ranking Sectores,JURADO NACIONAL DE ELECCIONES,,,,,,,,,,,,,,,,,390503716.0,710308654.0,627730961.98,592425990.15,531791108.37,451484261.87,450808433.61,2026-09-05 08:35:06
Ranking Sectores,CONTRALORIA GENERAL,,,,,,,,,,,,,,,,,980310937.0,1087742610.0,980062120.6900003,955936579.5000002,673452839.1599987,598334721.3499987,583102681.1199992,2026-09-05 08:35:06
Detalle Pliegos ECOFIN,ECONOMIA Y FINANZAS,009. M. DE ECONOMIA Y FINANZAS,002. MEF-ADMINISTRACION DE LA DEUDA,,,,,,,,,,,,,,,31482888056.0,30192797016.0,28485358267.41,28225465271.980003,23857938799.549995,23857938799.55,23533748032.789997,2026-09-05 08:35:06
Detalle Pliegos ECOFIN,ECONOMIA Y FINANZAS,009. M. DE ECONOMIA Y FINANZAS,001. MEF-ADMINISTRACION GENERAL,,,,,,,,,,,,,,,8508776220.0,3464383154.0,825520580.8300003,812671345.8000001,574357693.4499999,563579492.1899999,563470644.57,2026-09-05 08:35:06
Detalle Pliegos ECOFIN,ECONOMIA Y FINANZAS,057. SUPERINTENDENCIA NACIONAL DE ADUANAS Y DE ADMINISTRACION TRIBUTARIA,001. SUPERINTENDENCIA NACIONAL DE ADUANAS Y DE ADMINISTRACION TRIBUTARIA,,,,,,,,,,,,,,,2427132024.0,2334615581.0,2273558354.609998,2189639036.609999,1493688396.1300008,1493066183.880001,1489487800.7800012,2026-09-05 08:35:06
Detalle Pliegos ECOFIN,ECONOMIA Y FINANZAS,009. M. DE ECONOMIA Y FINANZAS,012. OFICINA GENERAL DE INVERSIONES Y PROYECTOS,,,,,,,,,,,,,,,81494095.0,84185135.0,49565947.629999995,47420493.74,47362186.05,26139807.98,26138433.659999996,2026-09-05 08:35:06
Detalle Pliegos ECOFIN,ECONOMIA Y FINANZAS,057. SUPERINTENDENCIA NACIONAL DE ADUANAS Y DE ADMINISTRACION TRIBUTARIA,003. MEJORAMIENTO DEL SISTEMA DE INFORMACION DE LA SUNAT - MSI,,,,,,,,,,,,,,,41415974.0,53077862.0,53035856.1,52999849.04,18233135.82,18177957.520000003,18131222.19,2026-09-05 08:35:06
Detalle Pliegos ECOFIN,ECONOMIA Y FINANZAS,059. ORGANISMO ESPECIALIZADO PARA LAS CONTRATACIONES PUBLICAS EFICIENTES (OECE),001. ORGANISMO ESPECIALIZADO PARA LAS CONTRATACIONES PUBLICAS EFICIENTES (OECE),,,,,,,,,,,,,,,131669420.0,133148074.0,126321500.07000002,124448245.89000002,91887175.50000003,82879911.73000006,82418420.26000006,2026-09-05 08:35:06
Detalle Pliegos ECOFIN,ECONOMIA Y FINANZAS,057. SUPERINTENDENCIA NACIONAL DE ADUANAS Y DE ADMINISTRACION TRIBUTARIA,002. INVERSION PUBLICA - SUNAT,,,,,,,,,,,,,,,40254208.0,113728031.0,96758042.77,91899651.32,83883994.42999998,83828362.47999997,83828362.47999997,2026-09-05 08:35:06
Detalle Pliegos ECOFIN,ECONOMIA Y FINANZAS,058. SUPERINTENDENCIA DEL MERCADO DE VALORES,001. SUPERINTENDECIA DEL MERCADO DE VALORES - SMV,,,,,,,,,,,,,,,115158251.0,125278498.0,72068574.89,59590945.870000005,43291841.36000001,39038408.09,38024105.09,2026-09-05 08:35:06
Detalle Pliegos ECOFIN,ECONOMIA Y FINANZAS,055. AGENCIA DE PROMOCION DE LA INVERSION PRIVADA,001. AGENCIA DE PROMOCION DE LA INVERSION PRIVADA - PROINVERSION,,,,,,,,,,,,,,,246329815.0,810100772.0,751336493.48,732308354.8499998,686062590.6299998,598050363.2799997,597887633.07,2026-09-05 08:35:06
Detalle Pliegos ECOFIN,ECONOMIA Y FINANZAS,009. M. DE ECONOMIA Y FINANZAS,011. MEF - SECRETARIA TECNICA DEL CONSEJO FISCAL,,,,,,,,,,,,,,,3524576.0,3536705.0,2737044.8199999994,2042669.0599999998,1875870.7399999998,1712344.69,1707997.19,2026-09-05 08:35:06
Detalle Pliegos ECOFIN,ECONOMIA Y FINANZAS,096. CENTRAL DE COMPRAS PUBLICAS - PERU COMPRAS,001. CENTRAL DE COMPRAS PUBLICAS - PERU COMPRAS,,,,,,,,,,,,,,,44404661.0,39630726.0,35840396.43,35550063.32000001,24340399.04,22584346.959999993,22565831.559999995,2026-09-05 08:35:06
Detalle ONP,ECONOMIA Y FINANZAS,095. OFICINA DE NORMALIZACION PREVISIONAL-ONP,001. OFICINA DE NORMALIZACION PREVISIONAL-ONP,ACTIVIDAD,2.2.PENSIONES Y OTRAS PRESTACIONES SOCIALES,1. RECURSOS ORDINARIOS,00,RECURSOS ORDINARIOS,0001153,,9002. ASIGNACIONES PRESUPUESTARIAS QUE NO RESULTAN EN PRODUCTOS,25,2.2.1.1.1.1.REGIMEN DE PENSIONES DL. 20530,2026,8,Ago,2026-08-01,0.0,0.0,0.0,0.0,1115.6,1115.6,1115.6,2026-09-05 08:35:06
Detalle ONP,ECONOMIA Y FINANZAS,095. OFICINA DE NORMALIZACION PREVISIONAL-ONP,001. OFICINA DE NORMALIZACION PREVISIONAL-ONP,ACTIVIDAD,2.2.PENSIONES Y OTRAS PRESTACIONES SOCIALES,5. RECURSOS DETERMINADOS,04,CONTRIBUCIONES A FONDOS,0001153,,9002. ASIGNACIONES PRESUPUESTARIAS QUE NO RESULTAN EN PRODUCTOS,30,2.2.1.1.1.99.OTROS REGIMENES DE PENSIONES,2026,8,Ago,2026-08-01,0.0,0.0,0.0,-3589.83,28490.4,24900.57,24900.57,2026-09-05 08:35:06
Detalle ONP,ECONOMIA Y FINANZAS,095. OFICINA DE NORMALIZACION PREVISIONAL-ONP,001. OFICINA DE NORMALIZACION PREVISIONAL-ONP,ACTIVIDAD,2.3.BIENES Y SERVICIOS,1. RECURSOS ORDINARIOS,00,RECURSOS ORDINARIOS,0080224,,9002. ASIGNACIONES PRESUPUESTARIAS QUE NO RESULTAN EN PRODUCTOS,12,2.3.2.7.5.2.PROPINAS PARA PRACTICANTES,2026,8,Ago,2026-08-01,0.0,0.0,-20206.0,-20206.0,11300.0,11300.0,11300.0,2026-09-05 08:35:06
Detalle ONP,ECONOMIA Y FINANZAS,095. OFICINA DE NORMALIZACION PREVISIONAL-ONP,001. OFICINA DE NORMALIZACION PREVISIONAL-ONP,ACTIVIDAD,2.2.PENSIONES Y OTRAS PRESTACIONES SOCIALES,1. RECURSOS ORDINARIOS,00,RECURSOS ORDINARIOS,0040620,,9001. ACCIONES CENTRALES,7,2.2.2.1.3.3.SEGURO MEDICO,2026,8,Ago,2026-08-01,0.0,0.0,0.0,0.0,365.4,365.4,365.4,2026-09-05 08:35:06
Detalle ONP,ECONOMIA Y FINANZAS,095. OFICINA DE NORMALIZACION PREVISIONAL-ONP,003. PROYECTO DE TRANSFORMACION DIGITAL DE LA ONP,PROYECTO,2.6.ADQUISICION DE ACTIVOS NO FINANCIEROS,3. RECURSOS POR OPERACIONES OFICIALES DE CREDITO,19,RECURSOS POR OPERACIONES OFICIALES DE CREDITO,0464706,"2619874. MEJORAMIENTO DE LOS SERVICIOS OPERATIVOS O MISIONALES INSTITUCIONALES EN LA ONP, DISTRITO DE LIMA DE LA PROVINCIA DE LIMA DEL DEPARTAMENTO DE LIMA",9002. ASIGNACIONES PRESUPUESTARIAS QUE NO RESULTAN EN PRODUCTOS,3,2.6.7.1.6.3.GASTOS POR LA CONTRATACION DE SERVICIOS,2026,8,Ago,2026-08-01,0.0,0.0,58495.02,-153000.0,0.0,66000.0,66000.0,2026-09-05 08:35:06
Detalle ONP,ECONOMIA Y FINANZAS,095. OFICINA DE NORMALIZACION PREVISIONAL-ONP,001. OFICINA DE NORMALIZACION PREVISIONAL-ONP,ACTIVIDAD,2.2.PENSIONES Y OTRAS PRESTACIONES SOCIALES,1. RECURSOS ORDINARIOS,00,RECURSOS ORDINARIOS,0001153,,9002. ASIGNACIONES PRESUPUESTARIAS QUE NO RESULTAN EN PRODUCTOS,28,2.2.1.1.1.99.OTROS REGIMENES DE PENSIONES,2026,8,Ago,2026-08-01,0.0,0.0,0.0,-441.0,429777.04,429801.04,429801.04,2026-09-05 08:35:06
Detalle ONP,ECONOMIA Y FINANZAS,095. OFICINA DE NORMALIZACION PREVISIONAL-ONP,001. OFICINA DE NORMALIZACION PREVISIONAL-ONP,ACTIVIDAD,2.2.PENSIONES Y OTRAS PRESTACIONES SOCIALES,1. RECURSOS ORDINARIOS,00,RECURSOS ORDINARIOS,0008031,,9002. ASIGNACIONES PRESUPUESTARIAS QUE NO RESULTAN EN PRODUCTOS,47,2.2.2.1.3.3.SEGURO MEDICO,2026,8,Ago,2026-08-01,0.0,0.0,0.0,0.0,7679.8,7679.8,7679.8,2026-09-05 08:35:06
Detalle ONP,ECONOMIA Y FINANZAS,095. OFICINA DE NORMALIZACION PREVISIONAL-ONP,001. OFICINA DE NORMALIZACION PREVISIONAL-ONP,ACTIVIDAD,2.3.BIENES Y SERVICIOS,1. RECURSOS ORDINARIOS,00,RECURSOS ORDINARIOS,0001179,,9001. ACCIONES CENTRALES,1,2.3.2.1.2.2.VIATICOS Y ASIGNACIONES POR COMISION DE SERVICIO,2026,8,Ago,2026-08-01,0.0,0.0,-50792.5,-50792.5,0.0,0.0,0.0,2026-09-05 08:35:06
Detalle ONP,ECONOMIA Y FINANZAS,095. OFICINA DE NORMALIZACION PREVISIONAL-ONP,001. OFICINA DE NORMALIZACION PREVISIONAL-ONP,ACTIVIDAD,2.1.PERSONAL Y OBLIGACIONES SOCIALES,1. RECURSOS ORDINARIOS,00,RECURSOS ORDINARIOS,0041434,,9002. ASIGNACIONES PRESUPUESTARIAS QUE NO RESULTAN EN PRODUCTOS,44,2.1.3.1.1.13.CONTRIBUCIONES A ESSALUD DEL PERSONAL ADMINISTRATIVO,2026,8,Ago,2026-08-01,0.0,0.0,0.0,0.0,22757.21,22757.21,22757.21,2026-09-05 08:35:06
Detalle ONP,ECONOMIA Y FINANZAS,095. OFICINA DE NORMALIZACION PREVISIONAL-ONP,001. OFICINA DE NORMALIZACION PREVISIONAL-ONP,ACTIVIDAD,2.3.BIENES Y SERVICIOS,1. RECURSOS ORDINARIOS,00,RECURSOS ORDINARIOS,0040607,,9001. ACCIONES CENTRALES,6,"2.3.1.5.4.1.ELECTRICIDAD, ILUMINACION Y ELECTRONICA",2026,8,Ago,2026-08-01,0.0,0.0,0.0,0.0,0.0,0.0,15500.0,2026-09-05 08:35:06
Detalle ONP,ECONOMIA Y FINANZAS,095. OFICINA DE NORMALIZACION PREVISIONAL-ONP,001. OFICINA DE NORMALIZACION PREVISIONAL-ONP,ACTIVIDAD,2.1.PERSONAL Y OBLIGACIONES SOCIALES,1. RECURSOS ORDINARIOS,00,RECURSOS ORDINARIOS,0001179,,9001. ACCIONES CENTRALES,1,2.1.4.1.1.1.COMPENSACION POR TIEMPO DE SERVICIOS DEL REGIMEN LABORAL PRIVADO Y REGIMEN DEL SERVICIO CIVIL,2026,8,Ago,2026-08-01,0.0,0.0,-10000.0,-10000.0,6777.62,6777.62,6777.62,2026-09-05 08:35:06
Detalle ONP,ECONOMIA Y FINANZAS,095. OFICINA DE NORMALIZACION PREVISIONAL-ONP,001. OFICINA DE NORMALIZACION PREVISIONAL-ONP,ACTIVIDAD,2.2.PENSIONES Y OTRAS PRESTACIONES SOCIALES,1. RECURSOS ORDINARIOS,00,RECURSOS ORDINARIOS,0001153,,9002. ASIGNACIONES PRESUPUESTARIAS QUE NO RESULTAN EN PRODUCTOS,18,2.2.1.1.1.99.OTROS REGIMENES DE PENSIONES,2026,8,Ago,2026-08-01,0.0,0.0,0.0,0.0,844.62,844.62,844.62,2026-09-05 08:35:06
Detalle ONP,ECONOMIA Y FINANZAS,095. OFICINA DE NORMALIZACION PREVISIONAL-ONP,001. OFICINA DE NORMALIZACION PREVISIONAL-ONP,ACTIVIDAD,2.2.PENSIONES Y OTRAS PRESTACIONES SOCIALES,5. RECURSOS DETERMINADOS,04,CONTRIBUCIONES A FONDOS,0001153,,9002. ASIGNACIONES PRESUPUESTARIAS QUE NO RESULTAN EN PRODUCTOS,22,2.2.1.1.2.99.OTROS BENEFICIOS,2026,8,Ago,2026-08-01,0.0,0.0,0.0,0.0,7680.0,7680.0,7680.0,2026-09-05 08:35:06
Detalle ONP,ECONOMIA Y FINANZAS,095. OFICINA DE NORMALIZACION PREVISIONAL-ONP,001. OFICINA DE NORMALIZACION PREVISIONAL-ONP,ACTIVIDAD,2.2.PENSIONES Y OTRAS PRESTACIONES SOCIALES,1. RECURSOS ORDINARIOS,00,RECURSOS ORDINARIOS,0001153,,9002. ASIGNACIONES PRESUPUESTARIAS QUE NO RESULTAN EN PRODUCTOS,38,2.2.2.2.1.2.PENSIONES POR ACCIDENTES DE TRABAJO O VICTIMAS DE TERRORISMO,2026,8,Ago,2026-08-01,0.0,0.0,0.0,0.0,793.61,793.61,793.61,2026-09-05 08:35:06
Detalle ONP,ECONOMIA Y FINANZAS,095. OFICINA DE NORMALIZACION PREVISIONAL-ONP,001. OFICINA DE NORMALIZACION PREVISIONAL-ONP,ACTIVIDAD,2.1.PERSONAL Y OBLIGACIONES SOCIALES,1. RECURSOS ORDINARIOS,00,RECURSOS ORDINARIOS,0041434,,9002. ASIGNACIONES PRESUPUESTARIAS QUE NO RESULTAN EN PRODUCTOS,44,2.1.1.9.1.2.AGUINALDOS,2026,8,Ago,2026-08-01,0.0,0.0,0.0,0.0,3178.57,3178.57,3178.57,2026-09-05 08:35:06
Detalle ONP,ECONOMIA Y FINANZAS,095. OFICINA DE NORMALIZACION PREVISIONAL-ONP,001. OFICINA DE NORMALIZACION PREVISIONAL-ONP,ACTIVIDAD,2.3.BIENES Y SERVICIOS,1. RECURSOS ORDINARIOS,00,RECURSOS ORDINARIOS,0080226,,9002. ASIGNACIONES PRESUPUESTARIAS QUE NO RESULTAN EN PRODUCTOS,16,2.3.2.2.1.1.SERVICIO DE SUMINISTRO DE ENERGIA ELECTRICA,2026,8,Ago,2026-08-01,0.0,0.0,0.0,0.0,0.0,67780.4,67780.4,2026-09-05 08:35:06
Detalle ONP,ECONOMIA Y FINANZAS,095. OFICINA DE NORMALIZACION PREVISIONAL-ONP,001. OFICINA DE NORMALIZACION PREVISIONAL-ONP,ACTIVIDAD,2.2.PENSIONES Y OTRAS PRESTACIONES SOCIALES,1. RECURSOS ORDINARIOS,00,RECURSOS ORDINARIOS,0001153,,9002. ASIGNACIONES PRESUPUESTARIAS QUE NO RESULTAN EN PRODUCTOS,32,2.2.2.2.1.2.PENSIONES POR ACCIDENTES DE TRABAJO O VICTIMAS DE TERRORISMO,2026,8,Ago,2026-08-01,0.0,0.0,0.0,0.0,571.47,571.47,571.47,2026-09-05 08:35:06
Detalle ONP,ECONOMIA Y FINANZAS,095. OFICINA DE NORMALIZACION PREVISIONAL-ONP,001. OFICINA DE NORMALIZACION PREVISIONAL-ONP,ACTIVIDAD,2.1.PERSONAL Y OBLIGACIONES SOCIALES,1. RECURSOS ORDINARIOS,00,RECURSOS ORDINARIOS,0008031,,9002. ASIGNACIONES PRESUPUESTARIAS QUE NO RESULTAN EN PRODUCTOS,47,2.1.3.1.1.13.CONTRIBUCIONES A ESSALUD DEL PERSONAL ADMINISTRATIVO,2026,8,Ago,2026-08-01,0.0,0.0,0.0,0.0,71632.15,71632.15,71632.15,2026-09-05 08:35:06
Detalle ONP,ECONOMIA Y FINANZAS,095. OFICINA DE NORMALIZACION PREVISIONAL-ONP,001. OFICINA DE NORMALIZACION PREVISIONAL-ONP,ACTIVIDAD,2.3.BIENES Y SERVICIOS,1. RECURSOS ORDINARIOS,00,RECURSOS ORDINARIOS,0080226,,9002. ASIGNACIONES PRESUPUESTARIAS QUE NO RESULTAN EN PRODUCTOS,16,2.3.2.1.2.1.PASAJES Y GASTOS DE TRANSPORTE,2026,8,Ago,2026-08-01,0.0,0.0,-2933.6,-2933.6,0.0,0.0,600.0,2026-09-05 08:35:06
Detalle ONP,ECONOMIA Y FINANZAS,095. OFICINA DE NORMALIZACION PREVISIONAL-ONP,001. OFICINA DE NORMALIZACION PREVISIONAL-ONP,ACTIVIDAD,2.1.PERSONAL Y OBLIGACIONES SOCIALES,1. RECURSOS ORDINARIOS,00,RECURSOS ORDINARIOS,0082670,,9001. ACCIONES CENTRALES,10,2.1.3.1.1.15.CONTRIBUCIONES A ESSALUD DE CONTRATO ADMINISTRATIVO DE SERVICIOS,2026,8,Ago,2026-08-01,0.0,0.0,0.0,0.0,1163.06,1163.06,1058.05,2026-09-05 08:35:06
Detalle ONP,ECONOMIA Y FINANZAS,095. OFICINA DE NORMALIZACION PREVISIONAL-ONP,003. PROYECTO DE TRANSFORMACION DIGITAL DE LA ONP,PROYECTO,2.6.ADQUISICION DE ACTIVOS NO FINANCIEROS,1. RECURSOS ORDINARIOS,00,RECURSOS ORDINARIOS,0462741,"2619874. MEJORAMIENTO DE LOS SERVICIOS OPERATIVOS O MISIONALES INSTITUCIONALES EN LA ONP, DISTRITO DE LIMA DE LA PROVINCIA DE LIMA DEL DEPARTAMENTO DE LIMA",9002. ASIGNACIONES PRESUPUESTARIAS QUE NO RESULTAN EN PRODUCTOS,2,2.6.8.1.3.1.ELABORACION DE EXPEDIENTES TECNICOS,2026,8,Ago,2026-08-01,0.0,0.0,-1021490.0,0.0,0.0,141359.1,141359.1,2026-09-05 08:35:06
Detalle ONP,ECONOMIA Y FINANZAS,095. OFICINA DE NORMALIZACION PREVISIONAL-ONP,001. OFICINA DE NORMALIZACION PREVISIONAL-ONP,ACTIVIDAD,2.1.PERSONAL Y OBLIGACIONES SOCIALES,1. RECURSOS ORDINARIOS,00,RECURSOS ORDINARIOS,0041434,,9002. ASIGNACIONES PRESUPUESTARIAS QUE NO RESULTAN EN PRODUCTOS,44,2.1.3.1.1.1.APORTES A LOS FONDOS DE SALUD,2026,8,Ago,2026-08-01,0.0,0.0,0.0,0.0,7516.02,7516.02,7516.02,2026-09-05 08:35:06
Detalle ONP,ECONOMIA Y FINANZAS,095. OFICINA DE NORMALIZACION PREVISIONAL-ONP,001. OFICINA DE NORMALIZACION PREVISIONAL-ONP,ACTIVIDAD,2.5.OTROS GASTOS,1. RECURSOS ORDINARIOS,00,RECURSOS ORDINARIOS,0080228,,9001. ACCIONES CENTRALES,8,2.5.4.1.3.1.MULTAS,2026,8,Ago,2026-08-01,0.0,0.0,0.0,0.0,0.0,32980.14,32980.14,2026-09-05 08:35:06
Detalle ONP,ECONOMIA Y FINANZAS,095. OFICINA DE NORMALIZACION PREVISIONAL-ONP,001. OFICINA DE NORMALIZACION PREVISIONAL-ONP,ACTIVIDAD,2.1.PERSONAL Y OBLIGACIONES SOCIALES,1. RECURSOS ORDINARIOS,00,RECURSOS ORDINARIOS,0080224,,9002. ASIGNACIONES PRESUPUESTARIAS QUE NO RESULTAN EN PRODUCTOS,12,2.1.1.9.1.1.GRATIFICACIONES,2026,8,Ago,2026-08-01,0.0,0.0,0.0,0.0,300.0,300.0,300.0,2026-09-05 08:35:06
Detalle ONP,ECONOMIA Y FINANZAS,095. OFICINA DE NORMALIZACION PREVISIONAL-ONP,001. OFICINA DE NORMALIZACION PREVISIONAL-ONP,ACTIVIDAD,2.3.BIENES Y SERVICIOS,1. RECURSOS ORDINARIOS,00,RECURSOS ORDINARIOS,0040607,,9001. ACCIONES CENTRALES,6,"2.3.1.5.3.1.ASEO, LIMPIEZA Y TOCADOR",2026,8,Ago,2026-08-01,0.0,0.0,0.0,0.0,0.0,7471.81,7471.81,2026-09-05 08:35:06
Detalle ONP,ECONOMIA Y FINANZAS,095. OFICINA DE NORMALIZACION PREVISIONAL-ONP,001. OFICINA DE NORMALIZACION PREVISIONAL-ONP,ACTIVIDAD,2.3.BIENES Y SERVICIOS,1. RECURSOS ORDINARIOS,00,RECURSOS ORDINARIOS,0132947,,9001. ACCIONES CENTRALES,9,2.3.2.1.2.2.VIATICOS Y ASIGNACIONES POR COMISION DE SERVICIO,2026,8,Ago,2026-08-01,0.0,0.0,-689.76,-1087.6,0.0,0.0,0.0,2026-09-05 08:35:06
Detalle ONP,ECONOMIA Y FINANZAS,095. OFICINA DE NORMALIZACION PREVISIONAL-ONP,001. OFICINA DE NORMALIZACION PREVISIONAL-ONP,ACTIVIDAD,2.2.PENSIONES Y OTRAS PRESTACIONES SOCIALES,5. RECURSOS DETERMINADOS,04,CONTRIBUCIONES A FONDOS,0001153,,9002. ASIGNACIONES PRESUPUESTARIAS QUE NO RESULTAN EN PRODUCTOS,30,2.2.1.1.2.99.OTROS BENEFICIOS,2026,8,Ago,2026-08-01,0.0,0.0,0.0,0.0,188460.0,188460.0,188460.0,2026-09-05 08:35:06
Detalle ONP,ECONOMIA Y FINANZAS,095. OFICINA DE NORMALIZACION PREVISIONAL-ONP,001. OFICINA DE NORMALIZACION PREVISIONAL-ONP,ACTIVIDAD,2.2.PENSIONES Y OTRAS PRESTACIONES SOCIALES,1. RECURSOS ORDINARIOS,00,RECURSOS ORDINARIOS,0001153,,9002. ASIGNACIONES PRESUPUESTARIAS QUE NO RESULTAN EN PRODUCTOS,34,2.2.2.2.1.2.PENSIONES POR ACCIDENTES DE TRABAJO O VICTIMAS DE TERRORISMO,2026,8,Ago,2026-08-01,0.0,0.0,0.0,0.0,29420.93,29420.93,29420.93,2026-09-05 08:35:06
